D5A ,000000,000000 ,000002-,000002-,000008,000000 ,000002-,000000 ,000006 ,000027,000215 
MICU,000002,000000 ,000000 ,000002 ,000003,000000 ,000000 ,000000 ,000003 ,000013,000094 
NIU ,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000007,000055 
SICU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000011,000065 
PIC ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
D3B ,000004,000000 ,000000 ,000004 ,000001,000000 ,000000 ,000000 ,000001 ,000004,000033 
ICTU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ESHP,000006,000000 ,000000 ,000006 ,000000,000000 ,000000 ,000000 ,000000 ,000001,000009 
SW5 ,000001,000000 ,000000 ,000001 ,000005,000000 ,000000 ,000000 ,000005 ,000031,000198 
SW6 ,000002,000000 ,000001-,000001 ,000007,000000 ,000001-,000000 ,000006 ,000028,000188 
SW7 ,000010,000000 ,000000 ,000010 ,000007,000000 ,000000 ,000000 ,000007 ,000025,000172 
D6B ,000000,000000 ,000000 ,000000 ,000006,000000 ,000000 ,000000 ,000006 ,000039,000267 
D6A ,000002,000000 ,000002-,000000 ,000008,000000 ,000002-,000000 ,000006 ,000034,000230 
PPU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
NCCU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000003,000026 
TOTL,000158,000000 ,000014-,000144 ,000141,000000 ,000014-,000002-,000125 ,000631,004321 
